,"('<s>', 'get') ",6,0.00139958
21314,"('masond', 'highly') ",1,1
21315,"('highly', 'recommends') ",2,0.666666667
21316,"('recommends', 'join') ",2,1
21317,"('join', 'www') ",2,0.333333333
21318,"('www', 'asia') ",2,0.142857143
21319,"('asia', 'earn') ",2,0.666666667
21320,"('earn', 'money') ",3,1
21321,"('money', 'free') ",2,0.074074074
21322,"('free', 'shareholder') ",2,0.090909091
21323,"('shareholder', 'dividends') ",2,1
21324,"('dividends', 'even') ",2,1
21325,"('even', 'nothing') ",2,0.043478261
21326,"('nothing', '</s>') ",6,0.176470588
21327,"('<s>', 'teetee') ",1,0.000233263
21328,"('teetee', 'drinking') ",1,1
21329,"('drinking', 'sad') ",1,0.333333333
21330,"('sad', '</s>') ",27,0.321428571
21331,"('<s>', 'shaunhailes') ",1,0.000233263
21332,"('shaunhailes', 'seat') ",1,1
21333,"('seat', 'fold') ",1,0.333333333
21334,"('fold', '</s>') ",1,0.5
21335,"('<s>', 'gah') ",3,0.00069979
21336,"('gah', 'hate') ",1,0.25
21337,"('hate', 'team') ",1,0.020833333
21338,"('team', 'getting') ",1,0.25
21339,"('getting', 'beat') ",1,0.013157895
21340,"('beat', 'points') ",1,0.142857143
21341,"('points', 'lame') ",1,0.5
21342,"('lame', '</s>') ",3,0.375
21343,"('<s>', 'goodnight') ",5,0.001166317
21344,"('goodnight', 'everybody') ",2,0.153846154
21345,"('everybody', 'tomorrow') ",1,0.111111111
21346,"('tomorrow', 'school') ",2,0.019047619
21347,"('school', 'love') ",2,0.035714286
21348,"('love', 'god') ",2,0.01010101
21349,"('god', 'bless') ",4,0.173913043
21350,"('bless', '</s>') ",3,0.428571429
21351,"('<s>', 'enjoyed') ",1,0.000233263
21352,"('enjoyed', 'first') ",1,0.166666667
21353,"('first', 'week') ",1,0.028571429
21354,"('week', 'new') ",1,0.018181818
21355,"('new', 'place') ",2,0.016
21356,"('place', '</s>') ",5,0.25
21357,"('<s>', 'know') ",8,0.001866107
21358,"('know', 'bachelor') ",1,0.008196721
21359,"('bachelor', 'worked') ",1,1
21360,"('worked', 'almost') ",1,0.166666667
21361,"('almost', 'amp') ",1,0.05
21362,"('amp', 'spending') ",1,0.006711409
21363,"('spending', 'night') ",1,0.166666667
21364,"('night', 'couch') ",1,0.008695652
21365,"('couch', 'eating') ",1,0.5
21366,"('eating', 'cereal') ",1,0.055555556
21367,"('cereal', 'watching') ",1,1
21368,"('watching', '</s>') ",4,0.0625
21369,"('<s>', 'rain') ",2,0.000466527
21370,"('rain', '</s>') ",4,0.166666667
21371,"('<s>', 'sugarassaultme') ",1,0.000233263
21372,"('sugarassaultme', 'need') ",1,1
21373,"('need', 'bad') ",1,0.010309278
21374,"('bad', 'hitrecord') ",1,0.016949153
21375,"('hitrecord', 'theatre') ",1,1
21376,"('theatre', 'caught') ",1,0.5
21377,"('caught', 'whole') ",1,0.111111111
21378,"('whole', 'movie') ",1,0.066666667
21379,"('movie', 'vid') ",1,0.026315789
21380,"('vid', 'lol') ",1,0.25
21381,"('lol', '</s>') ",75,0.423728814
21382,"('<s>', 'lovely') ",4,0.000933053
21383,"('lovely', 'dinner') ",1,0.052631579
21384,"('dinner', 'pizzeria') ",1,0.058823529
21385,"('pizzeria', 'mother') ",1,1
21386,"('mother', 'white') ",1,0.083333333
21387,"('white', 'hat') ",1,0.166666667
21388,"('hat', 'yoghurt') ",1,1
21389,"('yoghurt', '</s>') ",1,1
21390,"('<s>', 'well') ",13,0.003032424
21391,"('well', 'got') ",1,0.011111111
21392,"('got', 'cold') ",1,0.006134969
21393,"('cold', 'feel') ",1,0.038461538
21394,"('feel', 'like') ",13,0.134020619
21395,"('like', 'crap') ",3,0.015625
21396,"('crap', 'chinatown') ",1,0.090909091
21397,"('chinatown', 'tonight') ",1,1
21398,"('tonight', '</s>') ",23,0.310810811
21399,"('<s>', 'badbadgirlx') ",1,0.000233263
21400,"('badbadgirlx', 'good') ",1,1
21401,"('good', 'luck') ",15,0.057034221
21402,"('luck', 'everything') ",1,0.052631579
21403,"('everything', 'great') ",1,0.058823529
21404,"('great', 'around') ",1,0.011494253
21405,"('around', '</s>') ",4,0.129032258
21406,"('<s>', 'chilling') ",2,0.000466527
21407,"('chilling', 'today') ",1,0.5
21408,"('today', 'looking') ",1,0.005988024
21409,"('looking', 'forward') ",12,0.363636364
21410,"('forward', 'sunday') ",2,0.125
21411,"('sunday', 'lunch') ",1,0.033333333
21412,"('lunch', 'mums') ",1,0.047619048
21413,"('mums', '</s>') ",1,1
21414,"('<s>', 'school') ",6,0.00139958
21415,"('school', 'today') ",1,0.017857143
21416,"('today', 'feel') ",3,0.017964072
21417,"('feel', 'well') ",2,0.020618557
21418,"('well', '</s>') ",16,0.177777778
21419,"('<s>', 'feeling') ",12,0.00279916
21420,"('feeling', 'soooo') ",1,0.027027027
21421,"('soooo', 'irritated') ",1,0.111111111
21422,"('irritated', 'skies') ",1,0.5
21423,"('skies', 'open') ",1,0.5
21424,"('open', 'mom') ",1,0.066666667
21425,"('mom', 'abt') ",1,0.037037037
21426,"('abt', 'sit') ",1,0.5
21427,"('sit', 'car') ",1,0.2
21428,"('car', 'cancel') ",1,0.058823529
21429,"('cancel', 'going') ",1,1
21430,"('going', '</s>') ",7,0.039106145
21431,"('<s>', 'amypricex') ",1,0.000233263
21432,"('amypricex', 'call') ",1,1
21433,"('call', '</s>') ",4,0.173913043
21434,"('<s>', 'already') ",3,0.00069979
21435,"('already', 'enough') ",1,0.021276596
21436,"('enough', 'today') ",1,0.05
21437,"('today', 'beige') ",1,0.005988024
21438,"('beige', 'colleagues') ",1,1
21439,"('colleagues', 'least') ",1,1
21440,"('least', 'get') ",1,0.058823529
21441,"('get', 'see') ",5,0.020325203
21442,"('see', 'dren') ",1,0.007518797
21443,"('dren', 'ramone') ",1,1
21444,"('ramone', 'helenrampling') ",1,0.5
21445,"('helenrampling', 'later') ",1,1
21446,"('later', '</s>') ",9,0.321428571
21447,"('<s>', 'shelleystudios') ",1,0.000233263
21448,"('shelleystudios', 'major') ",1,1
21449,"('major', 'fail') ",1,0.5
21450,"('fail', 'since') ",1,0.090909091
21451,"('since', 'asked') ",1,0.03030303
21452,"('asked', '</s>') ",1,0.111111111
21453,"('<s>', 'nice') ",5,0.001166317
21454,"('nice', 'gig') ",1,0.015151515
21455,"('gig', 'night') ",1,0.333333333
21456,"('night', 'going') ",1,0.008695652
21457,"('going', 'sleep') ",8,0.044692737
21458,"('sleep', 'gotta') ",1,0.012658228
21459,"('gotta', '</s>') ",2,0.058823529
21460,"('<s>', 'beginning') ",3,0.00069979
21461,"('beginning', 'get') ",1,0.25
21462,"('get', 'way') ",1,0.004065041
21463,"('way', 'hard') ",1,0.014705882
21464,"('hard', 'please') ",1,0.03030303
21465,"('please', 'friends') ",1,0.024390244
21466,"('friends', '</s>') ",14,0.269230769
21467,"('<s>', 'hello') ",2,0.000466527
21468,"('hello', 'everybody') ",1,0.047619048
21469,"('everybody', 'quiet') ",1,0.111111111
21470,"('quiet', 'today') ",1,0.2
21471,"('today', 'anybody') ",1,0.005988024
21472,"('anybody', 'miss') ",1,0.25
21473,"('miss', 'via') ",1,0.011111111
21474,"('via', 'justashley') ",1,0.166666667
21475,"('justashley', 'yes') ",1,1
21476,"('yes', 'course') ",1,0.027777778
21477,"('course', '</s>') ",3,0.333333333
21478,"('<s>', 'sleep') ",6,0.00139958
21479,"('sleep', 'hate') ",1,0.012658228
21480,"('hate', 'cryin') ",1,0.020833333
21481,"('cryin', 'want') ",1,1
21482,"('want', 'things') ",1,0.008264463
21483,"('things', 'okay') ",1,0.027777778
21484,"('okay', '</s>') ",6,0.333333333
21485,"('<s>', 'san') ",1,0.000233263
21486,"('san', 'diego') ",4,0.8
21487,"('diego', 'needs') ",1,0.25
21488,"('needs', 'better') ",1,0.055555556
21489,"('better', 'restaurants') ",1,0.014084507
21490,"('restaurants', '</s>') ",1,1
21491,"('<s>', 'sometimes') ",2,0.000466527
21492,"('sometimes', 'late') ",1,0.142857143
21493,"('late', 'fix') ",1,0.032258065
21494,"('fix', 'things') ",1,0.125
21495,"('things', '</s>') ",6,0.166666667
21496,"('<s>', 'allisonpalmer') ",1,0.000233263
21497,"('allisonpalmer', 'dont') ",1,1
21498,"('dont', 'stressed') ",1,0.020833333
21499,"('stressed', 'things') ",1,0.333333333
21500,"('things', 'work') ",1,0.027777778
21501,"('work', 'way') ",1,0.005714286
21502,"('way', 'another') ",1,0.014705882
21503,"('another', 'especially') ",1,0.023809524
21504,"('especially', 'power') ",1,0.142857143
21505,"('power', 'prayer') ",1,0.2
21506,"('prayer', 'know') ",1,0.5
21507,"('know', 'keep') ",1,0.008196721
21508,"('keep', 'head') ",1,0.032258065
21509,"('head', 'allison') ",1,0.04
21510,"('allison', '</s>') ",1,0.5
21511,"('<s>', 'stephenperry') ",1,0.000233263
21512,"('stephenperry', 'hours') ",1,1
21513,"('hours', 'ill') ",1,0.03030303
21514,"('ill', 'senior') ",1,0.038461538
21515,"('senior', '</s>') ",3,1
21516,"('<s>', 'bubba') ",1,0.000233263
21517,"('bubba', 'get') ",1,1
21518,"('get', 'paper') ",1,0.004065041
21519,"('paper', 'forgot') ",1,0.166666667
21520,"('forgot', 'much') ",1,0.0625
21521,"('much', 'like') ",1,0.01010101
21522,"('like', 'english') ",1,0.005208333
21523,"('english', '</s>') ",1,0.333333333
21524,"('<s>', 'good') ",34,0.007930954
21525,"('good', 'morning') ",39,0.148288973
21526,"('morning', 'may') ",1,0.009174312
21527,"('may', 'delightful') ",1,0.041666667
21528,"('delightful', 'enlightening') ",1,1
21529,"('enlightening', 'joy') ",1,0.5
21530,"('joy', 'filled') ",1,0.2
21531,"('filled', 'friday') ",1,0.2
21532,"('friday', '</s>') ",7,0.233333333
21533,"('<s>', 'jimmycarr') ",1,0.000233263
21534,"('jimmycarr', 'still') ",1,1
21535,"('still', 'giggling') ",1,0.007936508
21536,"('giggling', 'susan') ",1,1
21537,"('susan', 'boyle') ",2,1
21538,"('boyle', 'virgin') ",1,0.5
21539,"('virgin', 'quip') ",1,1
21540,"('quip', 'cats') ",1,1
21541,"('cats', '</s>') ",1,0.333333333
21542,"('<s>', 'sarahjclark') ",1,0.000233263
21543,"('sarahjclark', 'things') ",1,1
21544,"('things', 'lookin') ",1,0.027777778
21545,"('lookin', 'cirrusly') ",1,0.5
21546,"('cirrusly', '</s>') ",1,1
21547,"('<s>', 'trouble') ",1,0.000233263
21548,"('trouble', 'paradise') ",1,0.166666667
21549,"('paradise', '</s>') ",1,0.5
21550,"('<s>', 'tequilanef') ",1,0.000233263
21551,"('tequilanef', 'talking') ",1,1
21552,"('talking', 'listening') ",1,0.066666667
21553,"('listening', 'always') ",1,0.047619048
21554,"('always', 'replying') ",1,0.020833333
21555,"('replying', 'gets') ",1,0.25
21556,"('gets', 'boring') ",1,0.090909091
21557,"('boring', 'replying') ",1,0.055555556
21558,"('replying', 'pple') ",1,0.25
21559,"('pple', 'respond') ",1,1
21560,"('respond', '</s>') ",2,0.666666667
21561,"('<s>', 'geeeasy') ",1,0.000233263
21562,"('geeeasy', 'lol') ",1,1
21563,"('lol', 'let') ",1,0.005649718
21564,"('let', 'know') ",7,0.25
21565,"('know', 'start') ",1,0.008196721
21566,"('start', 'kindly') ",1,0.038461538
21567,"('kindly', 'take') ",1,0.5
21568,"('take', 'recommendations') ",1,0.023255814
21569,"('recommendations', '</s>') ",1,1
21570,"('<s>', 'bad') ",3,0.00069979
21571,"('bad', 'lad') ",1,0.016949153
21572,"('lad', 'dinner') ",1,1
21573,"('dinner', 'rasperry') ",1,0.058823529
21574,"('rasperry', 'ruffle') ",1,1
21575,"('ruffle', 'cheesecake') ",1,1
21576,"('cheesecake', 'boy') ",1,0.166666667
21577,"('boy', 'good') ",1,0.0625
21578,"('good', '</s>') ",35,0.133079848
21579,"('<s>', 'sytycd') ",1,0.000233263
21580,"('sytycd', 'think') ",1,1
21581,"('think', 'kopo') ",1,0.011627907
21582,"('kopo', 'ashley') ",1,1
21583,"('ashley', 'donezo') ",1,0.5
21584,"('donezo', '</s>') ",1,1
21585,"('<s>', 'thinking') ",3,0.00069979
21586,"('thinking', 'homework') ",1,0.055555556
21587,"('homework', 'vain') ",1,0.1
21588,"('vain', 'existence') ",1,1
21589,"('existence', 'summer') ",1,0.5
21590,"('summer', '</s>') ",10,0.294117647
21591,"('<s>', 'got') ",37,0.008630744
21592,"('got', 'belly') ",1,0.006134969
21593,"('belly', 'aches') ",1,0.25
21594,"('aches', '</s>') ",1,0.5
21595,"('<s>', 'roxannegregorio') ",1,0.000233263
21596,"('roxannegregorio', 'shofee') ",1,1
21597,"('shofee', 'yung') ",1,1
21598,"('yung', 'nickname') ",1,0.25
21599,"('nickname', 'baby') ",1,1
21600,"('baby', 'took') ",1,0.027777778
21601,"('took', 'word') ",1,0.055555556
21602,"('word', 'siopao') ",1,0.0625
21603,"('siopao', 'haha') ",1,1
21604,"('haha', 'musta') ",1,0.00990099
21605,"('musta', '</s>') ",1,1
21606,"('<s>', 'minute') ",1,0.000233263
21607,"('minute', 'followers') ",1,0.25
21608,"('followers', '</s>') ",5,0.25
21609,"('<s>', 'red') ",3,0.00069979
21610,"('red', 'sox') ",1,0.066666667
21611,"('sox', 'girls') ",1,0.5
21612,"('girls', 'bosoxcutie') ",1,0.166666667
21613,"('bosoxcutie', 'bitchinmona') ",1,1
21614,"('bitchinmona', 'shelley') ",1,1
21615,"('shelley', 'geekwearsprada') ",1,0.5
21616,"('geekwearsprada', 'thebestofhands') ",1,1
21617,"('thebestofhands', 'shellimayfield') ",1,1
21618,"('shellimayfield', 'luvmyfeline') ",1,1
21619,"('luvmyfeline', 'wearetheredsox') ",1,1
21620,"('wearetheredsox', '</s>') ",1,1
21621,"('<s>', 'matthewsheppard') ",1,0.000233263
21622,"('matthewsheppard', 'thanks') ",1,1
21623,"('thanks', 'ill') ",1,0.008
21624,"('ill', 'keep') ",1,0.038461538
21625,"('keep', 'updated') ",2,0.064516129
21626,"('updated', 'lol') ",1,0.166666667
21627,"('lol', 'hamster') ",1,0.005649718
21628,"('hamster', '</s>') ",1,1
21629,"('<s>', 'ytinker') ",1,0.000233263
21630,"('ytinker', 'ramone') ",1,1
21631,"('ramone', 'want') ",1,0.5
21632,"('want', 'porn') ",1,0.008264463
21633,"('porn', '</s>') ",1,1
21634,"('<s>', 'love') ",27,0.006298111
21635,"('love', 'second') ",1,0.005050505
21636,"('second', 'hand') ",2,0.25
21637,"('hand', 'smoking') ",1,0.125
21638,"('smoking', 'need') ",1,0.2
21639,"('need', 'pack') ",1,0.010309278
21640,"('pack', '</s>') ",3,0.5
21641,"('<s>', 'nglyrics') ",1,0.000233263
21642,"('nglyrics', 'funny') ",1,1
21643,"('funny', 'asked') ",1,0.047619048
21644,"('asked', 'fav') ",1,0.111111111
21645,"('fav', 'lyrics') ",1,0.25
21646,"('lyrics', 'already') ",1,0.5
21647,"('already', 'latest') ",1,0.021276596
21648,"('latest', 'tweet') ",1,0.2
21649,"('tweet', '</s>') ",6,0.171428571
21650,"('<s>', 'picked') ",2,0.000466527
21651,"('picked', 'bundle') ",1,0.166666667
21652,"('bundle', 'red') ",1,1
21653,"('red', 'octane') ",1,0.066666667
21654,"('octane', 'including') ",1,1
21655,"('including', 'metallica') ",1,0.2
21656,"('metallica', 'drum') ",1,1
21657,"('drum', 'set') ",1,1
21658,"('set', 'mic') ",1,0.083333333
21659,"('mic', 'already') ",1,1
21660,"('already', 'guitars') ",1,0.021276596
21661,"('guitars', 'good') ",1,1
21662,"('good', '</s>') ",35,0.133079848
21663,"('<s>', 'bittenbybooks') ",1,0.000233263
21664,"('bittenbybooks', 'reminder') ",1,1
21665,"('reminder', 'head') ",1,0.25
21666,"('head', 'bitten') ",1,0.04
21667,"('bitten', 'books') ",1,1
21668,"('books', 'chance') ",1,0.166666667
21669,"('chance', 'win') ",1,0.066666667
21670,"('win', 'awesome') ",1,0.052631579
21671,"('awesome', 'swag') ",1,0.015151515
21672,"('swag', '</s>') ",1,1
21673,"('<s>', 'find') ",5,0.001166317
21674,"('find', 'extension') ",1,0.025641026
21675,"('extension', 'cord') ",1,1
21676,"('cord', 'home') ",1,0.5
21677,"('home', 'watching') ",1,0.009174312
21678,"('watching', 'come') ",1,0.015625
21679,"('come', 'newlyweds') ",1,0.013888889
21680,"('newlyweds', '</s>') ",1,1
21681,"('<s>', 'days') ",5,0.001166317
21682,"('days', '</s>') ",14,0.233333333
21683,"('<s>', 'said') ",2,0.000466527
21684,"('said', 'goodbye') ",1,0.045454545
21685,"('goodbye', 'great') ",1,0.25
21686,"('great', 'friend') ",1,0.011494253
21687,"('friend', 'yesterday') ",1,0.033333333
21688,"('yesterday', 'hate') ",1,0.047619048
21689,"('hate', 'sad') ",1,0.020833333
21690,"('sad', 'farewells') ",1,0.011904762
21691,"('farewells', '</s>') ",1,1
21692,"('<s>', 'nycitymama') ",1,0.000233263
21693,"('nycitymama', 'exactly') ",1,1
21694,"('exactly', 'boys') ",1,0.1
21695,"('boys', 'asleep') ",1,0.111111111
21696,"('asleep', 'trying') ",1,0.2
21697,"('trying', 'catch') ",1,0.028571429
21698,"('catch', 'phone') ",1,0.090909091
21699,"('phone', 'calls') ",3,0.071428571
21700,"('calls', 'friends') ",1,0.142857143
21701,"('friends', 'sound') ",1,0.019230769
21702,"('sound', 'silly') ",1,0.1
21703,"('silly', '</s>') ",1,0.333333333
21704,"('<s>', 'finished') ",19,0.004432004
21705,"('finished', 'maiden') ",1,0.037037037
21706,"('maiden', 'half') ",1,1
21707,"('half', 'marathon') ",1,0.066666667
21708,"('marathon', 'today') ",1,0.2
21709,"('today', 'good') ",3,0.017964072
21710,"('good', '</s>') ",35,0.133079848
21711,"('<s>', 'fuck') ",3,0.00069979
21712,"('fuck', 'wants') ",1,0.125
21713,"('wants', 'smoke') ",1,0.055555556
21714,"('smoke', 'kush') ",1,0.25
21715,"('kush', 'got') ",1,1
21716,"('got', 'hate') ",1,0.006134969
21717,"('hate', 'smoking') ",1,0.020833333
21718,"('smoking', 'alone') ",1,0.2
21719,"('alone', '</s>') ",6,0.4
21720,"('<s>', 'jaime') ",1,0.000233263
21721,"('jaime', 'yeah') ",1,1
21722,"('yeah', 'phone') ",1,0.014705882
21723,"('phone', 'died') ",1,0.023809524
21724,"('died', '</s>') ",2,0.2
21725,"('<s>', 'kno') ",1,0.000233263
21726,"('kno', 'going') ",1,0.1
21727,"('going', 'felt') ",1,0.005586592
21728,"('felt', 'sea') ",1,0.083333333
21729,"('sea', 'sick') ",1,0.333333333
21730,"('sick', 'day') ",1,0.025
21731,"('day', 'bout') ",2,0.008368201
21732,"('bout', 'get') ",2,0.125
21733,"('get', 'together') ",2,0.008130081
21734,"('together', 'amp') ",1,0.058823529
21735,"('amp', 'get') ",4,0.026845638
21736,"('get', 'maybe') ",1,0.004065041
21737,"('maybe', 'help') ",1,0.04
21738,"('help', '</s>') ",4,0.137931034
21739,"('<s>', 'gayletrent') ",1,0.000233263
21740,"('gayletrent', 'yet') ",1,1
21741,"('yet', 'real') ",1,0.023255814
21742,"('real', 'struggle') ",1,0.05
21743,"('struggle', 'satisfying') ",1,0.333333333
21744,"('satisfying', 'everyone') ",1,0.5
21745,"('everyone', 'household') ",1,0.03030303
21746,"('household', 'time') ",1,1
21747,"('time', 'shop') ",1,0.006666667
21748,"('shop', 'crazy') ",1,0.2
21749,"('crazy', 'busy') ",1,0.0625
21750,"('busy', 'wel') ",1,0.058823529
21751,"('wel', '</s>') ",1,1
21752,"('<s>', 'get') ",6,0.00139958
21753,"('get', 'boost') ",1,0.004065041
21754,"('boost', 'energy') ",1,0.5
21755,"('energy', 'bed') ",1,0.2
21756,"('bed', 'want') ",1,0.016666667
21757,"('want', 'tired') ",1,0.008264463
21758,"('tired', 'awake') ",1,0.023255814
21759,"('awake', 'bods') ",1,0.1
21760,"('bods', 'confused') ",1,1
21761,"('confused', 'think') ",1,0.142857143
21762,"('think', '</s>') ",2,0.023255814
21763,"('<s>', 'cooking') ",1,0.000233263
21764,"('cooking', 'fish') ",1,0.142857143
21765,"('fish', 'smells') ",1,0.25
21766,"('smells', 'good') ",2,0.5
21767,"('good', 'wondering') ",1,0.003802281
21768,"('wondering', 'linger') ",1,0.142857143
21769,"('linger', 'since') ",1,0.5
21770,"('since', 'smallish') ",1,0.03030303
21771,"('smallish', 'nyc') ",1,1
21772,"('nyc', 'apt') ",1,0.25
21773,"('apt', '</s>') ",1,1
21774,"('<s>', 'libary') ",1,0.000233263
21775,"('libary', 'motivated') ",1,1
21776,"('motivated', 'anybody') ",1,0.5
21777,"('anybody', 'reason') ",1,0.25
21778,"('reason', 'keep') ",1,0.076923077
21779,"('keep', 'working') ",1,0.032258065
21780,"('working', 'bit') ",1,0.021276596
21781,"('bit', 'exhausted') ",1,0.038461538
21782,"('exhausted', '</s>') ",2,0.285714286
21783,"('<s>', 'onlyonefantasy') ",1,0.000233263
21784,"('onlyonefantasy', 'hey') ",1,1
21785,"('hey', 'whats') ",1,0.016393443
21786,"('whats', 'going') ",3,0.272727273
21787,"('going', 'always') ",1,0.005586592
21788,"('always', 'nice') ",2,0.041666667
21789,"('nice', 'see') ",1,0.015151515
21790,"('see', 'well') ",1,0.007518797
21791,"('well', '</s>') ",16,0.177777778
21792,"('<s>', 'park') ",1,0.000233263
21793,"('park', 'little') ",1,0.125
21794,"('little', 'cousins') ",1,0.022222222
21795,"('cousins', 'birthday') ",1,0.333333333
21796,"('birthday', '</s>') ",6,0.3
21797,"('<s>', 'sleepy') ",5,0.001166317
21798,"('sleepy', 'time') ",2,0.25
21799,"('time', 'must') ",2,0.013333333
21800,"('must', 'wake') ",1,0.045454545
21801,"('wake', 'early') ",1,0.076923077
21802,"('early', 'draw') ",1,0.029411765
21803,"('draw', '</s>') ",2,0.666666667
21804,"('<s>', 'good') ",34,0.007930954
21805,"('good', 'morning') ",39,0.148288973
21806,"('morning', 'praying') ",1,0.009174312
21807,"('praying', 'peoples') ",1,0.142857143
21808,"('peoples', 'come') ",1,0.333333333
21809,"('come', 'home') ",2,0.027777778
21810,"('home', 'today') ",1,0.009174312
21811,"('today', 'miss') ",1,0.005988024
21812,"('miss', 'much') ",3,0.033333333
21813,"('much', '</s>') ",22,0.222222222
21814,"('<s>', 'britaiin') ",1,0.000233263
21815,"('britaiin', 'iknowrite') ",1,1
21816,"('iknowrite', '</s>') ",1,1
21817,"('<s>', 'rfargnoli') ",1,0.000233263
21818,"('rfargnoli', 'yet') ",1,1
21819,"('yet', 'far') ",1,0.023255814
21820,"('far', 'spent') ",1,0.047619048
21821,"('spent', 'sunday') ",1,0.166666667
21822,"('sunday', 'inside') ",1,0.033333333
21823,"('inside', 'think') ",1,0.25
21824,"('think', 'finally') ",1,0.011627907
21825,"('finally', 'bike') ",1,0.04
21826,"('bike', 'ride') ",2,0.333333333
21827,"('ride', 'promenade') ",1,0.058823529
21828,"('promenade', 'thank') ",1,1
21829,"('thank', '</s>') ",10,0.185185185
21830,"('<s>', 'eye') ",1,0.000233263
21831,"('eye', 'doctor') ",1,0.333333333
21832,"('doctor', 'guy') ",1,0.142857143
21833,"('guy', 'taking') ",1,0.058823529
21834,"('taking', 'forever') ",1,0.058823529
21835,"('forever', 'sitting') ",1,0.142857143
21836,"('sitting', 'cold') ",1,0.111111111
21837,"('cold', 'room') ",1,0.038461538
21838,"('room', 'jerk') ",1,0.0625
21839,"('jerk', '</s>') ",1,0.5
21840,"('<s>', 'wish') ",11,0.002565897
21841,"('wish', 'internet') ",1,0.016129032
21842,"('internet', 'wasnt') ",1,0.125
21843,"('wasnt', 'fucked') ",1,0.333333333
21844,"('fucked', 'could') ",1,0.333333333
21845,"('could', 'number') ",1,0.020408163
21846,"('number', 'things') ",1,0.142857143
21847,"('things', 'right') ",1,0.027777778
21848,"('right', '</s>') ",21,0.25
21849,"('<s>', 'breakfast') ",2,0.000466527
21850,"('breakfast', 'bed') ",2,0.105263158
21851,"('bed', 'making') ",1,0.016666667
21852,"('making', 'designs') ",1,0.058823529
21853,"('designs', 'new') ",1,1
21854,"('new', 'tote') ",1,0.008
21855,"('tote', 'bags') ",1,1
21856,"('bags', 'lovely') ",1,0.166666667
21857,"('lovely', '</s>') ",1,0.052631579
21858,"('<s>', 'guylikeu') ",1,0.000233263
21859,"('guylikeu', 'contact') ",1,1
21860,"('contact', 'dai') ",1,0.125
21861,"('dai', 'boards') ",1,1
21862,"('boards', 'lot') ",1,1
21863,"('lot', 'missing') ",1,0.041666667
21864,"('missing', 'hugs') ",1,0.052631579
21865,"('hugs', 'want') ",1,0.125
21866,"('want', 'fix') ",1,0.008264463
21867,"('fix', 'though') ",1,0.125
21868,"('though', '</s>') ",30,0.46875
21869,"('<s>', 'miss') ",18,0.00419874
21870,"('miss', 'patooty') ",1,0.011111111
21871,"('patooty', 'feel') ",1,1
21872,"('feel', 'pain') ",3,0.030927835
21873,"('pain', 'good') ",1,0.076923077
21874,"('good', 'way') ",2,0.007604563
21875,"('way', 'blow') ",1,0.014705882
21876,"('blow', 'steam') ",1,0.5
21877,"('steam', '</s>') ",1,1
21878,"('<s>', '</s>') ",4,0.000933053
21879,"('<s>', 'skip') ",1,0.000233263
21880,"('skip', 'vacation') ",1,0.5
21881,"('vacation', 'plan') ",1,0.125
21882,"('plan', 'stick') ",1,0.111111111
21883,"('stick', 'really') ",1,0.333333333
21884,"('really', 'need') ",5,0.034482759
21885,"('need', 'vacation') ",2,0.020618557
21886,"('vacation', 'hmm') ",1,0.125
21887,"('hmm', 'somethin') ",1,0.125
21888,"('somethin', 'mind') ",1,0.5
21889,"('mind', '</s>') ",5,0.5
21890,"('<s>', 'jon') ",1,0.000233263
21891,"('jon', 'kate') ",3,0.75
21892,"('kate', 'divorce') ",1,0.142857143
21893,"('divorce', 'precedings') ",1,1
21894,"('precedings', 'started') ",1,1
21895,"('started', 'shocking') ",1,0.090909091
21896,"('shocking', 'barely') ",1,1
21897,"('barely', 'tried') ",1,0.25
21898,"('tried', 'poor') ",1,0.083333333
21899,"('poor', 'kids') ",1,0.043478261
21900,"('kids', '</s>') ",4,0.19047619
21901,"('<s>', 'quot') ",12,0.00279916
21902,"('quot', 'keeping') ",1,0.004901961
21903,"('keeping', 'guard') ",1,0.25
21904,"('guard', 'relationship') ",1,0.5
21905,"('relationship', 'keeps') ",1,1
21906,"('keeps', 'love') ",1,0.166666667
21907,"('love', 'quot') ",4,0.02020202
21908,"('quot', '</s>') ",24,0.117647059
21909,"('<s>', 'pharobcool') ",1,0.000233263
21910,"('pharobcool', 'thinkn') ",1,1
21911,"('thinkn', 'aint') ",1,1
21912,"('aint', 'heard') ",1,0.25
21913,"('heard', 'weekend') ",1,0.090909091
21914,"('weekend', '</s>') ",22,0.4
21915,"('<s>', 'picnic') ",1,0.000233263
21916,"('picnic', 'insomniatichbee') ",1,0.5
21917,"('insomniatichbee', 'hyde') ",1,1
21918,"('hyde', 'park') ",1,1
21919,"('park', 'sunny') ",1,0.125
21920,"('sunny', 'sunny') ",2,0.095238095
21921,"('sunny', 'sunny') ",2,0.095238095
21922,"('sunny', '</s>') ",2,0.095238095
21923,"('<s>', 'ahhhhh') ",2,0.000466527
21924,"('ahhhhh', 'nice') ",1,0.25
21925,"('nice', 'clothes') ",1,0.015151515
21926,"('clothes', '</s>') ",1,0.2
21927,"('<s>', 'odles') ",1,0.000233263
21928,"('odles', 'oop') ",1,1
21929,"('oop', 'north') ",1,1
21930,"('north', '</s>') ",1,0.25
21931,"('<s>', 'also') ",5,0.001166317
21932,"('also', 'quot') ",1,0.027027027
21933,"('quot', 'second') ",1,0.004901961
21934,"('second', 'attack') ",1,0.125
