,Word Unit,Count,Probability
11128,"('<s>', 'simonech') ",1,2.50E-06
11129,"('simonech', 'bad') ",1,2.50E-06
11130,"('bad', 'little') ",1,2.50E-06
11131,"('little', 'overheating') ",1,2.50E-06
11132,"('overheating', 'problem') ",1,2.50E-06
11133,"('problem', 'previous') ",1,2.50E-06
11134,"('previous', 'laptop') ",1,2.50E-06
11135,"('laptop', 'fried') ",1,2.50E-06
11136,"('fried', 'graphix') ",1,2.50E-06
11137,"('graphix', 'card') ",1,2.50E-06
11138,"('card', 'sad') ",1,2.50E-06
11141,"('<s>', 'mabeo') ",1,2.50E-06
11142,"('mabeo', 'wish') ",1,2.50E-06
11143,"('wish', 'somewhere') ",1,2.50E-06
11144,"('somewhere', 'get') ",1,2.50E-06
11146,"('sleep', 'hope') ",1,2.50E-06
11147,"('hope', 'antibiotics') ",1,2.50E-06
11148,"('antibiotics', 'work') ",1,2.50E-06
11149,"('work', 'fast') ",1,2.50E-06
11151,"('<s>', 'tarswebb') ",1,2.50E-06
11152,"('tarswebb', 'hah') ",1,2.50E-06
11153,"('hah', 'mental') ",1,2.50E-06
11154,"('mental', 'case') ",1,2.50E-06
11156,"('<s>', 'kreeshaturner') ",1,2.50E-06
11157,"('kreeshaturner', 'kreesha') ",1,2.50E-06
11158,"('kreesha', 'cold') ",1,2.50E-06
11159,"('cold', 'though') ",1,2.50E-06
11160,"('though', 'ottawa') ",1,2.50E-06
11161,"('ottawa', 'anyways') ",1,2.50E-06
11162,"('anyways', 'edmonton') ",1,2.50E-06
11163,"('edmonton', 'hot') ",1,2.50E-06
11165,"('<s>', 'mandyblake') ",1,2.50E-06
11166,"('mandyblake', 'night') ",1,2.50E-06
11167,"('night', 'saw') ",1,2.50E-06
11168,"('saw', 'post') ",1,2.50E-06
11169,"('post', 'started') ",1,2.50E-06
11170,"('started', 'laughing') ",1,2.50E-06
11171,"('laughing', 'funny') ",1,2.50E-06
11173,"('<s>', 'right') ",1,2.50E-06
11174,"('right', 'thinking') ",1,2.50E-06
11175,"('thinking', 'next') ",1,2.50E-06
11177,"('<s>', 'devonmarie') ",1,2.50E-06
11178,"('devonmarie', 'poor') ",1,2.50E-06
11179,"('poor', 'guy') ",1,2.50E-06
11180,"('guy', 'still') ",1,2.50E-06
11181,"('still', 'learning') ",1,2.50E-06
11182,"('learning', '</s>') ",1,2.50E-06
11184,"('correction', 'wish') ",1,2.50E-06
11185,"('wish', 'tickets') ",1,2.50E-06
11186,"('tickets', 'taylor') ",1,2.50E-06
11188,"('swift', 'show') ",1,2.50E-06
11189,"('show', 'days') ",1,2.50E-06
11192,"('moiswashere', 'love') ",1,2.50E-06
11193,"('love', 'infinity') ",1,2.50E-06
11194,"('infinity', 'good') ",1,2.50E-06
11195,"('good', 'song') ",1,2.50E-06
11197,"('<s>', 'raptastic') ",1,2.50E-06
11198,"('raptastic', 'whats') ",1,2.50E-06
11199,"('whats', 'good') ",1,2.50E-06
11200,"('good', 'lady') ",1,2.50E-06
11201,"('lady', '</s>') ",1,2.50E-06
11203,"('wants', 'sun') ",1,2.50E-06
11204,"('sun', 'come') ",1,2.50E-06
11206,"('back', 'northwest') ",1,2.50E-06
11207,"('northwest', '</s>') ",1,2.50E-06
11209,"('got', 'early') ",1,2.50E-06
11210,"('early', 'spent') ",1,2.50E-06
11212,"('time', 'jesus') ",1,2.50E-06
11213,"('jesus', 'yay') ",1,2.50E-06
11214,"('yay', 'finished') ",1,2.50E-06
11215,"('finished', 'making') ",1,2.50E-06
11216,"('making', 'perfect') ",1,2.50E-06
11217,"('perfect', 'schedule') ",1,2.50E-06
11218,"('schedule', 'lol') ",1,2.50E-06
11224,"('<s>', 'vadimphoto') ",1,2.50E-06
11225,"('vadimphoto', 'bad') ",1,2.50E-06
11226,"('bad', 'nice') ",1,2.50E-06
11227,"('nice', 'couple') ",1,2.50E-06
11228,"('couple', 'small') ",1,2.50E-06
11229,"('small', 'wedding') ",1,2.50E-06
11230,"('wedding', 'beautiful') ",1,2.50E-06
11231,"('beautiful', 'location') ",1,2.50E-06
11232,"('location', 'tired') ",1,2.50E-06
11233,"('tired', 'twitting') ",1,2.50E-06
11234,"('twitting', 'sipping') ",1,2.50E-06
11235,"('sipping', 'beer') ",1,2.50E-06
11238,"('omg', 'project') ",1,2.50E-06
11239,"('project', 'natal') ",1,2.50E-06
11240,"('natal', 'hit') ",1,2.50E-06
11241,"('hit', 'see') ",1,2.50E-06
11242,"('see', 'pubishers') ",1,2.50E-06
11243,"('pubishers', 'gonna') ",1,2.50E-06
11244,"('gonna', 'use') ",1,2.50E-06
11245,"('use', 'stunned') ",1,2.50E-06
11246,"('stunned', 'try') ",1,2.50E-06
11247,"('try', 'find') ",1,2.50E-06
11250,"('<s>', 'xcspeed') ",1,2.50E-06
11251,"('xcspeed', 'got') ",1,2.50E-06
11256,"('<s>', 'lastoadri') ",1,2.50E-06
11257,"('lastoadri', 'mas') ",1,2.50E-06
11258,"('mas', 'arah') ",1,2.50E-06
11259,"('arah', 'men') ",1,2.50E-06
11260,"('men', 'new') ",1,2.50E-06
11261,"('new', 'stickers') ",1,2.50E-06
11262,"('stickers', '</s>') ",1,2.50E-06
11264,"('digging', 'everything') ",1,2.50E-06
11265,"('everything', 'character') ",1,2.50E-06
11267,"('limit', 'feel') ",1,2.50E-06
11268,"('feel', 'censored') ",1,2.50E-06
11269,"('censored', 'like') ",1,2.50E-06
11270,"('like', 'editing') ",1,2.50E-06
11271,"('editing', 'college') ",1,2.50E-06
11272,"('college', 'paper') ",1,2.50E-06
11273,"('paper', 'page') ",1,2.50E-06
11274,"('page', 'maximum') ",1,2.50E-06
11275,"('maximum', '</s>') ",1,2.50E-06
11277,"('excited', 'lazy') ",1,2.50E-06
11278,"('lazy', 'friday') ",1,2.50E-06
11283,"('see', 'grandma') ",1,2.50E-06
11284,"('grandma', 'mothers') ",1,2.50E-06
11286,"('day', 'lots') ",1,2.50E-06
11287,"('lots', 'studying') ",1,2.50E-06
11289,"('<s>', 'mango') ",1,2.50E-06
11290,"('mango', 'cheesecake') ",1,2.50E-06
11291,"('cheesecake', 'yumm') ",1,2.50E-06
11292,"('yumm', '</s>') ",1,2.50E-06
11293,"('<s>', 'kenziegrl') ",1,2.50E-06
11294,"('kenziegrl', 'hey') ",1,2.50E-06
11295,"('hey', 'girl') ",1,2.50E-06
11296,"('girl', 'know') ",1,2.50E-06
11297,"('know', 'see') ",1,2.50E-06
11299,"('tweets', 'cause') ",1,2.50E-06
11300,"('cause', 'profile') ",1,2.50E-06
11301,"('profile', 'locked') ",1,2.50E-06
11302,"('locked', '</s>') ",1,2.50E-06
11305,"('home', 'gotta') ",1,2.50E-06
11306,"('gotta', 'fucking') ",1,2.50E-06
11307,"('fucking', 'internet') ",1,2.50E-06
11308,"('internet', 'tho') ",1,2.50E-06
11310,"('<s>', 'congrats') ",1,2.50E-06
11311,"('congrats', 'kimora') ",1,2.50E-06
11312,"('kimora', 'lee') ",1,2.50E-06
11313,"('lee', 'simmons') ",1,2.50E-06
11314,"('simmons', 'djimon') ",1,2.50E-06
11315,"('djimon', 'hounsou') ",1,2.50E-06
11316,"('hounsou', 'baby') ",1,2.50E-06
11318,"('boy', 'born') ",1,2.50E-06
11319,"('born', 'may') ",1,2.50E-06
11320,"('may', 'watch') ",1,2.50E-06
11321,"('watch', 'space') ",1,2.50E-06
11322,"('space', 'name') ",1,2.50E-06
11325,"('take', 'test') ",1,2.50E-06
11326,"('test', 'yet') ",1,2.50E-06
11327,"('yet', 'cause') ",1,2.50E-06
11328,"('cause', 'teacher') ",1,2.50E-06
11329,"('teacher', 'bio') ",1,2.50E-06
11330,"('bio', 'department') ",1,2.50E-06
11331,"('department', 'crazy') ",1,2.50E-06
11332,"('crazy', 'kidders') ",1,2.50E-06
11333,"('kidders', '</s>') ",1,2.50E-06
11334,"('<s>', 'hoopz') ",1,2.50E-06
11335,"('hoopz', 'lol') ",1,2.50E-06
11336,"('lol', 'oops') ",1,2.50E-06
11337,"('oops', 'show') ",1,2.50E-06
11338,"('show', 'comes') ",1,2.50E-06
11339,"('comes', 'thought') ",1,2.50E-06
11340,"('thought', 'thas') ",1,2.50E-06
11341,"('thas', 'talkin') ",1,2.50E-06
11342,"('talkin', 'lol') ",1,2.50E-06
11343,"('lol', 'abou') ",1,2.50E-06
11344,"('abou', 'ocd') ",1,2.50E-06
11345,"('ocd', 'sorry') ",1,2.50E-06
11346,"('sorry', 'love') ",1,2.50E-06
11349,"('finished', 'avalon') ",1,2.50E-06
11350,"('avalon', 'high') ",1,2.50E-06
11351,"('high', 'amazing') ",1,2.50E-06
11352,"('amazing', 'book') ",1,2.50E-06
11354,"('<s>', 'doctor') ",1,2.50E-06
11355,"('doctor', 'work') ",1,2.50E-06
11356,"('work', 'hope') ",1,2.50E-06
11357,"('hope', 'bitches') ",1,2.50E-06
11358,"('bitches', 'fun') ",1,2.50E-06
11359,"('fun', 'conditions') ",1,2.50E-06
11360,"('conditions', 'show') ",1,2.50E-06
11361,"('show', 'without') ",1,2.50E-06
11363,"('<s>', 'gtfo') ",1,2.50E-06
11364,"('gtfo', 'home') ",1,2.50E-06
11365,"('home', 'base') ",1,2.50E-06
11366,"('base', 'nub') ",1,2.50E-06
11367,"('nub', 'ugh') ",1,2.50E-06
11368,"('ugh', 'cooties') ",1,2.50E-06
11369,"('cooties', '</s>') ",1,2.50E-06
11370,"('<s>', 'timheidecker') ",1,2.50E-06
11371,"('timheidecker', 'microsoft') ",1,2.50E-06
11372,"('microsoft', 'pay') ",1,2.50E-06
11373,"('pay', 'tweet') ",1,2.50E-06
11374,"('tweet', 'fan') ",1,2.50E-06
11375,"('fan', 'search') ",1,2.50E-06
11376,"('search', 'technology') ",1,2.50E-06
11377,"('technology', '</s>') ",1,2.50E-06
11378,"('<s>', 'charlene') ",1,2.50E-06
11379,"('charlene', 'kelley') ",1,2.50E-06
11380,"('kelley', 'thanks') ",1,2.50E-06
11382,"('glad', 'connect') ",1,2.50E-06
11383,"('connect', '</s>') ",1,2.50E-06
11384,"('<s>', 'reallyy') ",1,2.50E-06
11385,"('reallyy', 'dont') ",1,2.50E-06
11387,"('want', 'weekend') ",1,2.50E-06
11388,"('weekend', 'end') ",1,2.50E-06
11390,"('<s>', 'theres') ",1,2.50E-06
11391,"('theres', 'ihops') ",1,2.50E-06
11392,"('ihops', 'everywhere') ",1,2.50E-06
11394,"('<s>', 'cell') ",1,2.50E-06
11395,"('cell', 'days') ",1,2.50E-06
11396,"('days', 'friend') ",1,2.50E-06
11397,"('friend', 'stolen') ",1,2.50E-06
11398,"('stolen', 'sad') ",1,2.50E-06
11399,"('sad', 'new') ",1,2.50E-06
11400,"('new', 'bag') ",1,2.50E-06
11401,"('bag', 'jubr') ",1,2.50E-06
11402,"('jubr', 'chanel') ",1,2.50E-06
11403,"('chanel', 'bag') ",1,2.50E-06
11404,"('bag', 'omj') ",1,2.50E-06
11405,"('omj', 'quot') ",1,2.50E-06
11407,"('quot', 'stole') ",1,2.50E-06
11408,"('stole', '</s>') ",1,2.50E-06
11410,"('finally', 'watching') ",1,2.50E-06
11411,"('watching', 'jon') ",1,2.50E-06
11413,"('kate', 'premiere') ",1,2.50E-06
11414,"('premiere', 'breaking') ",1,2.50E-06
11415,"('breaking', 'heart') ",1,2.50E-06
11417,"('<s>', 'homemade') ",1,2.50E-06
11418,"('homemade', 'mango') ",1,2.50E-06
11419,"('mango', 'pineapple') ",1,2.50E-06
11420,"('pineapple', 'amp') ",1,2.50E-06
11421,"('amp', 'black') ",1,2.50E-06
11422,"('black', 'bean') ",1,2.50E-06
11423,"('bean', 'guac') ",1,2.50E-06
11424,"('guac', 'blue') ",1,2.50E-06
11425,"('blue', 'moon') ",1,2.50E-06
11426,"('moon', 'sunny') ",1,2.50E-06
11428,"('day', 'park') ",1,2.50E-06
11429,"('park', '</s>') ",1,2.50E-06
11431,"('woke', 'hangin') ",1,2.50E-06
11432,"('hangin', 'friends') ",1,2.50E-06
11433,"('friends', 'day') ",1,2.50E-06
11435,"('<s>', 'breathe') ",1,2.50E-06
11436,"('breathe', 'spaceeeeee') ",1,2.50E-06
11437,"('spaceeeeee', 'listening') ",1,2.50E-06
11438,"('listening', 'shouting') ",1,2.50E-06
11439,"('shouting', 'like') ",1,2.50E-06
11441,"('<s>', 'digiscrap') ",1,2.50E-06
11442,"('digiscrap', 'ugh') ",1,2.50E-06
11443,"('ugh', 'right') ",1,2.50E-06
11444,"('right', 'hot') ",1,2.50E-06
11445,"('hot', 'humid') ",1,2.50E-06
11446,"('humid', 'today') ",1,2.50E-06
11447,"('today', 'thunderstorms') ",1,2.50E-06
11449,"('<s>', 'rwiggumrules') ",1,2.50E-06
11450,"('rwiggumrules', 'skip') ",1,2.50E-06
11451,"('skip', 'part') ",1,2.50E-06
11452,"('part', 'darn') ",1,2.50E-06
11453,"('darn', 'messy') ",1,2.50E-06
11454,"('messy', 'ick') ",1,2.50E-06
11455,"('ick', '</s>') ",1,2.50E-06
11456,"('<s>', 'umasswmr') ",1,2.50E-06
11457,"('umasswmr', 'hope') ",1,2.50E-06
11459,"('good', 'mood') ",1,2.50E-06
11460,"('mood', 'holds') ",1,2.50E-06
11461,"('holds', 'next') ",1,2.50E-06
11466,"('pens', 'killing') ",1,2.50E-06
11468,"('<s>', 'wethetravis') ",1,2.50E-06
11469,"('wethetravis', 'awh') ",1,2.50E-06
11470,"('awh', 'travis') ",1,2.50E-06
11471,"('travis', 'get') ",1,2.50E-06
11473,"('food', 'man') ",1,2.50E-06
11476,"('could', 'spending') ",1,2.50E-06
11477,"('spending', 'kinds') ",1,2.50E-06
11478,"('kinds', 'money') ",1,2.50E-06
11479,"('money', 'tonight') ",1,2.50E-06
11480,"('tonight', 'instead') ",1,2.50E-06
11481,"('instead', 'making') ",1,2.50E-06
11483,"('want', 'diesel') ",1,2.50E-06
11484,"('diesel', 'clothes') ",1,2.50E-06
11485,"('clothes', 'however') ",1,2.50E-06
11486,"('however', '</s>') ",1,2.50E-06
11487,"('<s>', 'britlove') ",1,2.50E-06
11488,"('britlove', 'yep') ",1,2.50E-06
11489,"('yep', 'amazin') ",1,2.50E-06
11490,"('amazin', '</s>') ",1,2.50E-06
11491,"('<s>', 'rob') ",1,2.50E-06
11492,"('rob', 'hoffman') ",1,2.50E-06
11493,"('hoffman', 'tweet') ",1,2.50E-06
11494,"('tweet', 'pic') ",1,2.50E-06
11495,"('pic', 'certificate') ",1,2.50E-06
11496,"('certificate', 'gave') ",1,2.50E-06
11497,"('gave', 'make') ",1,2.50E-06
11499,"('day', 'please') ",1,2.50E-06
11500,"('please', 'said') ",1,2.50E-06
11501,"('said', 'please') ",1,2.50E-06
11503,"('<s>', 'yaneri') ",1,2.50E-06
11504,"('yaneri', 'texted') ",1,2.50E-06
11505,"('texted', 'respond') ",1,2.50E-06
11507,"('<s>', 'hoyle') ",1,2.50E-06
11508,"('hoyle', 'love') ",1,2.50E-06
11509,"('love', 'better') ",1,2.50E-06
11510,"('better', 'come') ",1,2.50E-06
11511,"('come', 'dinner') ",1,2.50E-06
11513,"('tonight', 'cuz') ",1,2.50E-06
11514,"('cuz', 'way') ",1,2.50E-06
11518,"('<s>', 'shira') ",1,2.50E-06
11519,"('shira', 'awww') ",1,2.50E-06
11520,"('awww', 'made') ",1,2.50E-06
11525,"('day', 'cari') ",1,2.50E-06
11526,"('cari', 'baby') ",1,2.50E-06
11527,"('baby', 'shower') ",1,2.50E-06
11528,"('shower', 'today') ",1,2.50E-06
11530,"('<s>', 'richardfrank') ",1,2.50E-06
11531,"('richardfrank', 'hope') ",1,2.50E-06
11534,"('better', 'soon') ",1,2.50E-06
11536,"('<s>', 'hopefully') ",1,2.50E-06
11537,"('hopefully', 'kenya') ",1,2.50E-06
11538,"('kenya', 'good') ",1,2.50E-06
11540,"('<s>', 'sammie') ",1,2.50E-06
11541,"('sammie', 'played') ",1,2.50E-06
11542,"('played', 'songs') ",1,2.50E-06
11543,"('songs', 'set') ",1,2.50E-06
11544,"('set', 'short') ",1,2.50E-06
11545,"('short', 'pretty') ",1,2.50E-06
11548,"('<s>', 'madirigh') ",1,2.50E-06
11549,"('madirigh', 'damn') ",1,2.50E-06
11550,"('damn', 'sucks') ",1,2.50E-06
11551,"('sucks', 'early') ",1,2.50E-06
11553,"('tomorrow', 'moving') ",1,2.50E-06
11554,"('moving', 'stuff') ",1,2.50E-06
11555,"('stuff', 'apartment') ",1,2.50E-06
11556,"('apartment', 'boo') ",1,2.50E-06
11558,"('<s>', 'ddublover') ",1,2.50E-06
11559,"('ddublover', 'yes') ",1,2.50E-06
11560,"('yes', 'sure') ",1,2.50E-06
11562,"('<s>', 'bbc') ",1,2.50E-06
11563,"('bbc', 'saying') ",1,2.50E-06
11564,"('saying', 'lot') ",1,2.50E-06
11565,"('lot', 'twitterers') ",1,2.50E-06
11566,"('twitterers', 'blocked') ",1,2.50E-06
11567,"('blocked', 'much') ",1,2.50E-06
11568,"('much', 'quieter') ",1,2.50E-06
11569,"('quieter', 'today') ",1,2.50E-06
11570,"('today', 'iranelection') ",1,2.50E-06
11572,"('<s>', 'siana') ",1,2.50E-06
11573,"('siana', 'mia') ",1,2.50E-06
11574,"('mia', 'bytor') ",1,2.50E-06
11575,"('bytor', 'citygirl') ",1,2.50E-06
11576,"('citygirl', 'see') ",1,2.50E-06
11577,"('see', 'sox') ",1,2.50E-06
11578,"('sox', 'wish') ",1,2.50E-06
11579,"('wish', 'baseball') ",1,2.50E-06
11580,"('baseball', 'boys') ",1,2.50E-06
11581,"('boys', 'could') ",1,2.50E-06
11582,"('could', 'figure') ",1,2.50E-06
11583,"('figure', 'win') ",1,2.50E-06
11586,"('omg', 'tash') ",1,2.50E-06
11587,"('tash', 'looks') ",1,2.50E-06
11589,"('like', 'freak') ",1,2.50E-06
11590,"('freak', 'feather') ",1,2.50E-06
11591,"('feather', 'boa') ",1,2.50E-06
11592,"('boa', 'phone') ",1,2.50E-06
11593,"('phone', 'send') ",1,2.50E-06
11594,"('send', 'pictures') ",1,2.50E-06
11595,"('pictures', 'going') ",1,2.50E-06
11600,"('mom', 'asked') ",1,2.50E-06
11601,"('asked', 'time') ",1,2.50E-06
11606,"('night', 'gave') ",1,2.50E-06
11607,"('gave', 'mothers') ",1,2.50E-06
11610,"('gift', 'forgot') ",1,2.50E-06
11611,"('forgot', 'talking') ",1,2.50E-06
11612,"('talking', '</s>') ",1,2.50E-06
11613,"('<s>', 'bao') ",1,2.50E-06
11614,"('bao', 'adore') ",1,2.50E-06
11615,"('adore', 'rubik') ",1,2.50E-06
11616,"('rubik', 'cube') ",1,2.50E-06
11617,"('cube', 'religion') ",1,2.50E-06
11618,"('religion', '</s>') ",1,2.50E-06
11619,"('<s>', 'misspentlife') ",1,2.50E-06
11620,"('misspentlife', 'ham') ",1,2.50E-06
11621,"('ham', 'amp') ",1,2.50E-06
11622,"('amp', 'eggs') ",1,2.50E-06
11623,"('eggs', 'british') ",1,2.50E-06
11624,"('british', 'right') ",1,2.50E-06
11627,"('morning', 'way') ",1,2.50E-06
11629,"('early', 'clock') ",1,2.50E-06
11630,"('clock', '</s>') ",1,2.50E-06
11632,"('went', 'swimmin') ",1,2.50E-06
11633,"('swimmin', 'friends') ",1,2.50E-06
11634,"('friends', 'house') ",1,2.50E-06
11635,"('house', 'cause') ",1,2.50E-06
11636,"('cause', 'pool') ",1,2.50E-06
11637,"('pool', 'filled') ",1,2.50E-06
11638,"('filled', 'water') ",1,2.50E-06
11639,"('water', 'green') ",1,2.50E-06
11640,"('green', 'cause') ",1,2.50E-06
11641,"('cause', 'rain') ",1,2.50E-06
11642,"('rain', 'drained') ",1,2.50E-06
11643,"('drained', 'btw') ",1,2.50E-06
11644,"('btw', 'fun') ",1,2.50E-06
11646,"('<s>', 'vivalaaden') ",1,2.50E-06
11647,"('vivalaaden', 'usually') ",1,2.50E-06
11648,"('usually', 'feel') ",1,2.50E-06
11649,"('feel', 'getting') ",1,2.50E-06
11651,"('closer', 'kind') ",1,2.50E-06
11652,"('kind', 'sad') ",1,2.50E-06
11654,"('<s>', 'dirksonguer') ",1,2.50E-06
11655,"('dirksonguer', 'quot') ",1,2.50E-06
11656,"('quot', 'german') ",1,2.50E-06
11657,"('german', 'quot') ",1,2.50E-06
11658,"('quot', 'ist') ",1,2.50E-06
11659,"('ist', 'sogar') ",1,2.50E-06
11660,"('sogar', 'noch') ",1,2.50E-06
11661,"('noch', 'besser') ",1,2.50E-06
11662,"('besser', '</s>') ",1,2.50E-06
11664,"('sitting', 'home') ",1,2.50E-06
11665,"('home', 'bored') ",1,2.50E-06
11666,"('bored', 'sun') ",1,2.50E-06
11668,"('shining', 'sun') ",1,2.50E-06
11669,"('sun', 'person') ",1,2.50E-06
11671,"('<s>', 'cyclingamericas') ",1,2.50E-06
11672,"('cyclingamericas', 'good') ",1,2.50E-06
11675,"('<s>', 'accordingtothem') ",1,2.50E-06
11676,"('accordingtothem', 'kingdom') ",1,2.50E-06
11677,"('kingdom', 'come') ",1,2.50E-06
11678,"('come', 'lol') ",1,2.50E-06
11681,"('real', 'davidcook') ",1,2.50E-06
11682,"('davidcook', 'absolutely') ",1,2.50E-06
11683,"('absolutely', 'loved') ",1,2.50E-06
11684,"('loved', 'song') ",1,2.50E-06
11685,"('song', 'always') ",1,2.50E-06
11688,"('want', 'malice') ",1,2.50E-06
11689,"('malice', 'subeta') ",1,2.50E-06
11690,"('subeta', 'get') ",1,2.50E-06
11692,"('<s>', 'leesasaur') ",1,2.50E-06
11693,"('leesasaur', 'want') ",1,2.50E-06
11694,"('want', 'nuggets') ",1,2.50E-06
11695,"('nuggets', 'sweet') ",1,2.50E-06
11696,"('sweet', 'sour') ",1,2.50E-06
11697,"('sour', 'sauce') ",1,2.50E-06
11698,"('sauce', '</s>') ",1,2.50E-06
11701,"('shred', 'looks') ",1,2.50E-06
11702,"('looks', 'pretty') ",1,2.50E-06
11703,"('pretty', 'tough') ",1,2.50E-06
11704,"('tough', 'helpful') ",1,2.50E-06
11705,"('helpful', 'thinks') ",1,2.50E-06
11706,"('thinks', 'start') ",1,2.50E-06
11707,"('start', 'tomorrow') ",1,2.50E-06
11709,"('<s>', 'pslovenpink') ",1,2.50E-06
11710,"('pslovenpink', 'sounds') ",1,2.50E-06
11714,"('<s>', 'foreverivy') ",1,2.50E-06
11715,"('foreverivy', 'awww') ",1,2.50E-06
11717,"('well', 'winter') ",1,2.50E-06
11718,"('winter', 'start') ",1,2.50E-06
11719,"('start', 'till') ",1,2.50E-06
11720,"('till', 'july') ",1,2.50E-06
11721,"('july', 'think') ",1,2.50E-06
11722,"('think', 'yeah') ",1,2.50E-06
11723,"('yeah', 'really') ",1,2.50E-06
11725,"('cold', 'hot') ",1,2.50E-06
11727,"('<s>', 'sylviegreen') ",1,2.50E-06
11728,"('sylviegreen', 'thanks') ",1,2.50E-06
11729,"('thanks', 'saying') ",1,2.50E-06
11730,"('saying', 'hello') ",1,2.50E-06
11731,"('hello', 'nice') ",1,2.50E-06
11732,"('nice', 'meet') ",1,2.50E-06
11733,"('meet', 'sorry') ",1,2.50E-06
11734,"('sorry', 'burst') ",1,2.50E-06
11735,"('burst', 'bubble') ",1,2.50E-06
11736,"('bubble', 'ring') ",1,2.50E-06
11737,"('ring', 'roses') ",1,2.50E-06
11738,"('roses', 'actually') ",1,2.50E-06
11739,"('actually', 'plague') ",1,2.50E-06
11740,"('plague', 'thing') ",1,2.50E-06
11743,"('make', 'mind') ",1,2.50E-06
11744,"('mind', 'wear') ",1,2.50E-06
11745,"('wear', '</s>') ",1,2.50E-06
11746,"('<s>', 'stickam') ",1,2.50E-06
11747,"('stickam', 'benji') ",1,2.50E-06
11748,"('benji', '</s>') ",1,2.50E-06
11750,"('leave', 'jess') ",1,2.50E-06
11751,"('jess', 'never') ",1,2.50E-06
11753,"('gonna', 'leave') ",1,2.50E-06
11754,"('leave', 'gimme') ",1,2.50E-06
11755,"('gimme', 'sec') ",1,2.50E-06
11756,"('sec', 'sorry') ",1,2.50E-06
11757,"('sorry', 'ily') ",1,2.50E-06
11759,"('<s>', 'jesseshunting') ",1,2.50E-06
11760,"('jesseshunting', 'thanks') ",1,2.50E-06
11762,"('follow', 'looking') ",1,2.50E-06
11764,"('forward', 'updates') ",1,2.50E-06
11767,"('lot', 'walk') ",1,2.50E-06
11768,"('walk', 'ups') ",1,2.50E-06
11769,"('ups', 'sold') ",1,2.50E-06
11770,"('sold', 'item') ",1,2.50E-06
11771,"('item', 'buck') ",1,2.50E-06
11772,"('buck', 'hope') ",1,2.50E-06
11773,"('hope', 'picks') ",1,2.50E-06
11774,"('picks', 'want') ",1,2.50E-06
11775,"('want', 'golf') ",1,2.50E-06
11776,"('golf', 'later') ",1,2.50E-06
11777,"('later', 'need') ",1,2.50E-06
11778,"('need', 'money') ",1,2.50E-06
11781,"('weekend', 'bet') ",1,2.50E-06
11782,"('bet', 'rain') ",1,2.50E-06
11783,"('rain', 'means') ",1,2.50E-06
11784,"('means', 'watch') ",1,2.50E-06
11785,"('watch', 'dvds') ",1,2.50E-06
11788,"('hope', 'niece') ",1,2.50E-06
11789,"('niece', 'comes') ",1,2.50E-06
11790,"('comes', 'today') ",1,2.50E-06
11792,"('<s>', 'celebrating') ",1,2.50E-06
11793,"('celebrating', 'amazing') ",1,2.50E-06
11794,"('amazing', 'mother') ",1,2.50E-06
11795,"('mother', 'today') ",1,2.50E-06
11798,"('received', 'last') ",1,2.50E-06
11799,"('last', 'disc') ",1,2.50E-06
11800,"('disc', 'wire') ",1,2.50E-06
11801,"('wire', 'netflix') ",1,2.50E-06
11802,"('netflix', 'today') ",1,2.50E-06
11804,"('want', 'end') ",1,2.50E-06
11807,"('ddlovato', 'fat') ",1,2.50E-06
11808,"('fat', 'skinny') ",1,2.50E-06
11809,"('skinny', 'absolutely') ",1,2.50E-06
11810,"('absolutely', 'perfect') ",1,2.50E-06
11811,"('perfect', 'really') ",1,2.50E-06
11813,"('love', 'many') ",1,2.50E-06
11814,"('many', 'kisses') ",1,2.50E-06
11815,"('kisses', 'spain') ",1,2.50E-06
11816,"('spain', '</s>') ",1,2.50E-06
11817,"('<s>', 'nights') ",1,2.50E-06
11818,"('nights', '</s>') ",1,2.50E-06
11820,"('nothin', 'bored') ",1,2.50E-06
11823,"('looking', 'smart') ",1,2.50E-06
11824,"('smart', 'network') ",1,2.50E-06
11825,"('network', 'tricks') ",1,2.50E-06
11826,"('tricks', 'found') ",1,2.50E-06
11827,"('found', 'something') ",1,2.50E-06
11828,"('something', 'free') ",1,2.50E-06
11829,"('free', 'texting') ",1,2.50E-06
11830,"('texting', 'free') ",1,2.50E-06
11831,"('free', 'mobile') ",1,2.50E-06
11832,"('mobile', 'browsing') ",1,2.50E-06
11833,"('browsing', '</s>') ",1,2.50E-06
11835,"('bob', 'edwards') ",1,2.50E-06
11836,"('edwards', 'rampage') ",1,2.50E-06
11837,"('rampage', 'today') ",1,2.50E-06
11839,"('<s>', 'would') ",1,2.50E-06
11841,"('like', 'welcome') ",1,2.50E-06
11842,"('welcome', 'janet') ",1,2.50E-06
11843,"('janet', 'gray') ",1,2.50E-06
11844,"('gray', 'bubblegate') ",1,2.50E-06
11845,"('bubblegate', 'first') ",1,2.50E-06
11847,"('day', 'business') ",1,2.50E-06
11848,"('business', 'development') ",1,2.50E-06
11849,"('development', 'executive') ",1,2.50E-06
11850,"('executive', 'yet') ",1,2.50E-06
11851,"('yet', 'sign') ",1,2.50E-06
11852,"('sign', 'twitter') ",1,2.50E-06
11854,"('<s>', 'questlove') ",1,2.50E-06
11855,"('questlove', 'get') ",1,2.50E-06
11858,"('<s>', 'dapacheco') ",1,2.50E-06
