,sentence,LABEL
1748,wishing back work tomorrow,0
1749,serkes venetian blind may take word,1
1750,ndmla accd twitter mchammer vegas tell bust move bad chong,0
1751,found working woodward skate camp summer,1
1752,ces raining dont got grill word streets cicis hehehehe love big sis,1
1753,ugh really dont wanna leave florida beautiful people met absolutely amazing,0
1754,jeff ischill bigger fan gators never everrr hear end one,1
1755,rakeshagrawal take beyondtv coming mac either really want get rid last house,0
1756,friend came creating something see later twitterville,1
1757,nelldamylf aww mayne gonna get one today two fire alarms tired running stairs stayed,0
1758,lets want divatheriva want grilled chicken salad thats much ask,0
1759,headache,0
1760,queenquelly telln,1
1761,love art project,0
1762,hungry hours left lunch,0
1763,ijanette ahaha confusing okay,1
1764,last began twitter,1
1765,luv chelseafc slept well weekend much mind guess,0
1766,mydetention haha awesome love book pure genius,1
1767,damn tummy cramps,0
1768,playing splinter cell double agent,1
1769,domingo night boring,0
1770,maybe princess hours dvd back went missing,0
1771,libbywalsh walshyyy got twittter,1
1772,opps got twitter happy forgot send last one private leigh,1
1773,tonikaras please read,1
1774,man stomach giving hard time right bends,0
1775,billyraycyrus omg coming argentina,1
1776,always turns everytime,0
1777,toothsoup sure thing,1
1778,going finish english compre still homework complete,0
1779,got bak jet sking awsome almost broke thumb,0
1780,djvictorsalazar cool thought might want seeing djing biz,1
1781,lucky nurse friends kate keeps checking every hour even tho kms away makes feel better,1
1782,nooneai yourmamaknows nbc com quantum leap,1
1783,last meal contest also add ultimatefoodie contributors encouraged respond win card,0
1784,jonri,1
1785,honky anoo dedd cutee although thinkin dnt confidence semi final imagine lol,1
1786,chloebli heyy carnavilistic day woow made word,1
1787,tomato soup tastes like red peppers,0
1788,trace went couldnt find,0
1789,wokeupinrayn wow sooo cute,1
1790,take shower damn weekend,0
1791,slanoue limit story tell annoying www iamsoannoyed com help relieve stress,1
1792,update,1
1793,nolanreiten jammer lol caffee tonight looked nice,1
1794,onefullyear wearebirds super jealous want,0
1795,engli cpt last day cell hours,1
1796,watching wwe text,1
1797,give dog back mom missed getting purebred golden retriever puppy,0
1798,carson tonight hardbean solo tyler learning new songs throughout day try,0
1799,djphoenix know prosperous,1
1800,mcpattz man missed,0
1801,know life filled disappointments think fair share honestly sick disappointed,0
1802,impossible quiz takes long load updates ftw,1
1803,rach michelle always,1
1804,well finally moved broadband home though,0
1805,michellelynn keys lmao amp sucks barely enuf bar things text tried blip song,0
1806,sweet dear macabroso miss,0
1807,mariahcarey yes please,1
1808,going watch boys,1
1809,miss bestfriend zimo spent time today aaahhhh fun fun,0
1810,vernongarrett seen tweet last night got denver,1
1811,yourproxycomm thanks following,1
1812,slip slide lol think weird lol sry,0
1813,tried hour half get sleep nothing worked already early ish night,0
1814,ljboldyrev emailed least try contact roger dude info link super fast replying email,1
1815,eating breakfast bffl last day,0
1816,prettysprinkles still playschool loved playschool little,1
1817,dance jeffreee already watch video lol,1
1818,extra super late ncsc conference free day teachers actual thing starts tomorrow get bed,0
1819,want call,0
1820,bbl ppl help move furniture sisters new daycare,1
1821,justinofg hope feel better,1
1822,ramielemalubay ugh whoever keeps seriously needs stop get effing life delete tho cuz win,0
1823,back soccer courtskies never late know time meet outside steps,1
1824,feet pounding eyes burn neck kills back hurts dammit gonna make deadline sad danny got voted,0
1825,mum woke say going shops minutes get ready breakfast shoping center,1
1826,cmaecy nareejo cant vote cant open dang site bueno,0
1827,bored office usual hope pay comes tomorrow,0
1828,shapeshealth dont want kill haha,1
1829,monikinhams acho que,1
1830,unboxing new shoes bought london,1
1831,loveeee getting breakfast gonna mimis sooo tiredddd missing odeeee love,1
1832,hey mike decide like twitter,0
1833,still domestic godess clothes washed packed check hoovering check washing check mopped floors yet,0
1834,bbq mtv movie awards,1
1835,heading home miss already braintree,0
1836,agree work gorgeous day,0
1837,still hear left ear,0
1838,nettz doin tonight without,0
1839,getting bed guilty pleasure console wake tomorrow,0
1840,working freelance,0
1841,agkicks lebron better,1
1842,lisa storm aww hon sweet hubby cumbria well home alone tonight,0
1843,nikimontazaran oops really nap since people checking,0
1844,watching hills sad lauren last show,0
1845,germany got home missed sami bad got chief meeting,0
1846,tricitieschamb good see,1
1847,spied timelordsimone topman double whilst cpearson trying top starbucks far old men,1
1848,home aloneeeeeeeeeeeee spooky ahaha blastin music waiting sarah wake stanky booty,1
1849,supposed upside smile,0
1850,heywidya nope stay home hehe,1
1851,wow new moon trailor wow speechless going amazinggggg,1
1852,great twitterfon adverts coldplay adverts,0
1853,courtneysit course,1
1854,rockeye throws zyrtec,1
1855,croatia szombathely jazz camp starts tomorrow,0
1856,sitting super nervous chiodos contest hope win,1
1857,joy voting,1
1858,man incredible sunday afternoon nap ready church tonight,1
1859,jasmika lol heard thats fine long make documentary cant wait chris come back,0
1860,sims addict know slow someone get sims,0
1861,boborama lol bob well good thing worry wish could make one day,1
1862,true best dreams,1
1863,watched slumdog millionaire missed cinema top marks excellent film,1
1864,give idea early getting week sleeping till sounds like heaven,1
1865,chinese fooood mmmmm,1
1866,bleehh stupid bad habits needa sleeep cant,0
1867,jenny kim aww sucks,0
1868,calisummer night cali good never fight men sweet dreams joe,1
1869,stuck work really feel like anything guess stuck reading meaningless tweets,1
1870,feel like shit alcohol much food girl night food hangover sucks gotta run hours,0
1871,lisamurray,1
1872,ajanay smh dammit man,0
1873,becabear make sure word poo balls underbelly suck balls gave,1
1874,sebastian vettel amp nico rosberg guys talented cool congratulations lol,1
1875,nothing like breakfast bed sick,0
1876,overun phone still going strong new chuck episode today yeah,1
1877,herreee agaaiin,1
1878,hallcountyga imagine trout biting,1
1879,god seriously drunk,1
1880,badsuperhero gunna leciester square cause idk get clapham,1
1881,mum dad came food think might lunch,1
1882,holy crap exhausted resting see wolverine later,1
1883,geegatessxoh,1
1884,willfrancis waht rebl peace,1
1885,howie happy mothers day leigh,1
1886,quot quot babysitting sick joey amp attending webinar time computer amp joey dsi later scrabble,1
1887,virtualstudios heard sale live poo,0
1888,gprs anyone else issues,0
1889,ugh still glass head crash,0
1890,jeorgina tutor pull skirt properly,0
1891,mom amp pops house back gym afternoon great weekend,1
1892,shoutouts today chrisandcaleb redguitarfreak emmysue new follower ziggie thanks following guys,1
1893,thanks ginader rediscovered daft punk alive really enjoying whilst number crunching,1
1894,donalvar right zhang yimou confused last name,1
1895,drunkengeebee dammit clicked link story made cry,0
1896,pretty cool nuns one always talked funny shit others danced macarena,1
1897,dropped phones sea wtf really stuck phones couple days damn,0
1898,lovely cloudy day lol,1
1899,damn lost game struck times row company seems already though,1
1900,swags trendee relized following get right following lol,1
1901,daysdifference awesomeee,1
1902,coilhouse print looks great issue july iam excited paigey looks cool,1
1903,ebonyintuition tiffany never lie pancakes smell like heaven must look like lol,1
1904,home longg greatt day bout showerr kick hit tha cellular,1
1905,torehtard feel special probably reading homework school tomorrow dnw,1
1906,cooleycakeface nigga let chick talk anyway feel like assshooolllleee,0
1907,suai sushi missed rolls red carpet,1
1908,joe pixelworks freedom choice ich finde coda perfekt,1
1909,vicbeezy michelle trachtenberg could make terrifying getoutgetoutgetougetooooouuuuuuuuuuuuutttttttt,0
1910,great time last evening still chores feeling good today either,0
1911,starting planning phase new top secret web project info come,1
1912,nikkithebee weeeell sure going yet slight possibility scam,0
1913,headache sooooo worth haha,0
1914,reminded morning big fan yard sales bah humbug,1
1915,officially apartment move another week cause truck needs new brakes,0
1916,muhaha reason love mcfly tweets today constantly sound like stalking,1
1917,hollie damn forgot today guna miss work hopefully someone record,0
1918,still need see requiem dream realllyy wanna see jared letos new film tooo looks amazing,1
1919,gazzj gareth suck recognise true greatness fishfinger sandwiches always pity,0
1920,nnardelli email round dep another blog entry workload manager policy xml format part,1
1921,tamihackbarth cool know anybody amp pix fun bunch would happy know amp talked yoga,1
1922,valerierenee sad things rikkilazao picture tucked back,0
1923,enrolment tom probably part late reg please give units subjects,1
1924,twitter well least think get thing eventually,1
1925,ninoushka woofwednesday day,1
1926,another early day,0
1927,parents house get,0
1928,nathanryder gone way east might hope feet stay dry,1
1929,emjaystar know devastating see little toys sumthing one,0
1930,wants coming nuq campus sad sold slr camera,0
1931,wonder birthday year months away,1
1932,jeth darow ooooo boy lol jealous,1
1933,dreamluverz give chance use url shortening services,1
1934,sneezing horrible blanket become new tissue box,0
1935,kirstiealley screw papparazzi assholes beautiful always make laugh daily love,1
1936,zarrabis bomb com thank soo much wait indulge mag cup cakes ammmazing already gone,1
1937,got home park cleaning room happy,1
1938,hiteshmehta woke mins ago want relax bit get work things,1
1939,happy birthday grandma,1
1940,kathbambo heeey miss,1
1941,sick eww,0
1942,bedtime without marktheescape anxiously counting seconds til portland tomorrow,0
1943,bradiewebbstack aww passes bradies legs tissue dont cry wegs,1
1944,man letdown seeing ashley force hood antron brown finals,0
1945,alexsheppard yea thought old play brings back childhood memories thinking though lol,1
1946,really wants see star trek parents third time,1
1947,dont want pack,0
1948,went bowling cousins jenn natalie made complete fools haha natalie got embarassed mission accomplished,1
1949,yay spongebobs also creaming soda hour join bradie omg stalker bradie webb unfortunately,0
1950,skeggylady sorry hear sound good,0
1951,sad wants twithugs,0
1952,woke nightmare,0
1953,mess get copy files server using svn wht abt cvs installed cvs ubuntu still learn use,0
1954,yeah def need lol simone,1
1955,fly bking failed sigh need effort tried hard word son lol,1
1956,answered likeness quizzes haha fun try guys,1
1957,one thing another hate life right,0
1958,ryler complete pain trying install stuff takes long,0
1959,lab limping something wrong front paw must hurt long run today,0
1960,today prettay good day hardy har har butterflies,1
1961,watching seinfeld sweetie perfect end birthday,1
1962,missmass noes gnotty gnarly,0
1963,david first kiss well according dad heehee,1
1964,miss laptop already fixed get till friday using cousin comp meantime,0
1965,gettin ready school find jumper,0
1966,pia dysangco going,1
1967,nhoustonreed thank much letting know new accounts nice,1
1968,love ray ban aviators lol,1
1969,really missing kids love god kids,0
1970,itty bitty bavarian disneyland,1
1971,espn showing georgia kentucky game last year forgotten heartbreaking,0
1972,sun shining almost weekend life great,1
1973,poor mom sick pray,0
1974,cameronreilly try going adelaide find anything open past,0
1975,really wish could gotten sleep leave ocean city thank lord raining,1
1976,news getting cup coffee getting back work,1
1977,fureousangel comedy good luck friend,1
1978,mum six joy joys also choice twittering,1
1979,bellab laddyy phn brken frm tht nite whts phn snd tryna use ths sidekick dnt knw wrk,0
1980,woke late,0
1981,feel way taken advantage,0
1982,raining stop please,0
1983,take brother game looking youtube quot planet premire quot thing boys today missed,0
1984,going sleep tough revision night,1
1985,millzz soulsupreme apologize clear,0
1986,gonna stuf background wut guys reckon bout purple chucks cya guys twitterers luv mileycyrus amp jonasbrothers,1
1987,cwtch ever fancy going back blonde,1
1988,well,0
1989,sshap new place coming together nicely thnx neighbors friendly amp gym pool downstairs could ask,1
1990,mishacollins hehehe great,1
1991,samanthablews retweet add someone bring justin richards along,1
1992,mrs lincoln play,1
1993,work drama every day come past six months seriously wondered job end day,0
1994,mossyrants mmmmm nature chris,1
1995,justinmgaston haha sometimes mobiles makes slaves advantages,1
1996,going breakfast mariot,1
1997,fnishing essays,0
1998,thenamesblunt alive alive last night still recovering sir,1
1999,davidarchie going watch hannah montana minutes,1
2000,zarkinfrood clue seems bit extreme even,1
2001,migsmusiclover maybe depressed cuz archie twittering guess,1
2002,haha jackiee,1
2003,donniewahlberg certainly gift feel evryday connected feels amazing get better right,1
2004,tanya jolene told,1
2005,gonna ask taryn,1
2006,bed tweet morning night,1
2007,awesome jewelry,1
2008,thisislivestyle man yes brooklyn goes hard longstory short get comfy windy,0
2009,drove back tiffin summer gym ended early today sky living today,1
2010,calire hope goes well sure fine,1
2011,mugglemama awwww run away,1
2012,vuzzello yeah great think hear years come,1
2013,backs killling mee,0
2014,curly hair straight maybe ill curly homegirl lala bowling party friday idk want something eat,0
2015,babbano yeah releasing lot info looks bad train went top hollowed one cars,0
2016,ram gold leaf stickers promo incase ppl got get,0
2017,arabidopsis good hungry finals never eat breakfast,1
2018,belong taylor swift song life,0
2019,bubb hot dog stick,1
2020,long thought would babble moment,1
2021,heading towards weekend one,0
2022,made pretty awesome tie dyed shirts jason,1
2023,going battle hubby game carcassonne church lunch afternoon,1
2024,sissyto lauriebailey grade school every morning yes country,0
2025,storyfan thanks much,1
2026,lol wyeh kpamintuan thank bao bei,1
2027,foxw channel hotel see laa live,0
2028,hooray games like whack kass splat sloth actually hooray neopets general,1
2029,leave,0
2030,dissapointed man mini pool sucks never get upset,0
2031,vprincess working fine,0
2032,smokers suck even outdoors still stink worse dog shit get program fuckwads quit,0
2033,cheapcheapcheap dive bomb get close nest learned hard way,1
2034,shell love babes,1
2035,callkidskrazy agreed,1
2036,mmmmm mean,0
2037,robdyrdek friend terah amp looking forward coming lexington today meet gotta get brakes tahoe boo,0
2038,quot children class time learning respectful teachers homework quot,1
2039,video,1
2040,robwatts sunshine take long ride old bicycle,1
2041,busy show tomorrow tour days wow life,1
2042,hate quot new improved quot software got new version trusty old mastercook ugly useless bloatware uninstalling,0
2043,ohiowa sorry hear terrible,0
2044,really week feels like much longer well babe still amazing since day one,1
2045,fiesty fave position would leaning chair fucking back sits chair riding hym backwrds,1
2046,sadness headlight went gonna change official headlight changer amp longer speaking sigh tear,0
2047,watched charlie bartlett twas good,1
2048,craigsutton sorry bout craig hope feel better got cough hubby cold plane amp recycled air,0
2049,digging wandering typos anyway realized dressed like fez quot show quot,0
2050,graduation,1
2051,stevebrunton hoping catch sun today self tan tonight thinks,0
2052,good morning mamas happy mothers day mimosas amp delicious brunch,1
2053,sad night tonight playoffbeard,0
2054,gabysslave ikon gallery installing moment lighting speak,1
2055,mizushima hiro acting improved looks better hana kimi ikuta toma still best cute,1
2056,got purse stolen car last night totally ruined fun party,0
2057,crazytwism stupid apps mostly facebook mobile apps exist,1
2058,omdyukkjtfxj welcome thanks following respectable tweets enjoy,1
2059,mcp amateur radio exam transport cpc plan next months,1
2060,andyclemmensen wish,0
2061,gone week amp lost one pet mice knew mom good job burried,0
2062,mcraddictal good morning hope youll great daaaaay,1
2063,also demo system gay people last night neighbours round record time warned tonight poor guys,0
2064,paranoia ran body,0
2065,dytel sorry rain hope clears still swim,0
2066,bronques yea photog dance music,1
2067,sorry previous tweet sets none,0
2068,soldierknowbest thought different,0
2069,rememeber last time till totally worth though great night,1
2070,computer fixed returns home monday supose thats good news really wanted mac,0
2071,perilous plunge ghostrider closed,0
2072,know told didnt want stay home lied really want stay home,0
2073,agent love spiderman series watched spanish hombre arana baby make tilde blackberry,0
2074,saw last night even better anticipated way pixar,1
2075,morning happy birthday mammie love xoxo,1
2076,ended bagel gross ate running today really feel like,0
2077,arm hurts,0
2078,astronick really leaving flat lookout lunch fancy wee stroll dunno well,1
2079,trying write sleep working well,0
2080,zacharyxbinks notebook fantastic movie ashamed watching,1
2081,yesterday pary amazing back premiere movie really funny,1
2082,babygirlparis love dougggg guys sweet together,1
2083,toooo warm sleep,0
2084,depressed really need something soon hate staying home anything,0
2085,yay weekend see hannah montana movie second time haha,1
2086,missjeffreestar jeez crazy makes think right either thief loser either way,0
2087,theglitchmaster much money,0
2088,memoriesbymicha yes love hehe,1
2089,eyes checked annual checkup sight improved wow,1
2090,shelzuluaga shell twitter one told hope fun away,0
2091,losing another icon thoughts farrah fawcett,0
2092,feeling wonderful stummy hurts probably sleep soon hour work day tomorrow amp grad parties,0
2093,aww everyone cool pictures lvatt mines itunes feeel uncoool,0
2094,gregjames want hope hve good time sure,0
2095,cupcake lolz dont worry wont hehe,1
2096,guys never answer phone,0
2097,btw morning bitches haz userpic back stupid twitter,1
2098,downhouse,1
2099,home franklin street almost jumped fire someone kicked could jenny lost shoe,0
2100,keelan watching,1
2101,chilling good couple days boise,1
2102,teemwilliams nope,0
2103,mcflyharry come americaaa,0
2104,tissues airwaves eye drops essential atm damn hayfever bright side shopping zoey,0
2105,kinderjoy toy ugly,0
2106,great first day days raining,0
2107,ascordellis commit button configurable permissions edit commit would good,1
2108,nycala friends happy,1
2109,eating subway mmm,1
2110,watching season one quot hills quot hair makeup get ready day love days,1
2111,best sleep ever well missed dover amp saturday night lcrs absolute shambles day though sunshine voos amp adam soon hopefully,1
2112,late nights tonight fun man really liked cherry ice cream bad sal didnt know called,1
2113,whitpetey sad careful praying forester today love postcard fridge good reminder,0
2114,bacieabbracci cool works vita mix beautiful area last saturday,1
2115,miss days ago since met dont kno really,0
2116,wanna hear shiftywooten sounds like,0
2117,circa,0
2118,polarna well one knitting milestones good luck look forward seeing done,1
2119,hoppusday longer important swine flu,0
2120,feeling like woke dead,0
2121,love eman wake wasted talks need help thinks need drink soon love,1
2122,good morning everyone head work tweet later exam results went yesterday xxx,1
2123,working chamber commerce document happy boot,1
2124,finished designing poster something big upload find hired,1
2125,sliding bed foam slide factory coffee,1
2126,really making feel confuse tired haiz feel whai feeling right wpis really cold heartless person,0
2127,hope shia meg dont leave twitter,0
2128,dzys rest well lotsa fluid,1
2129,jonesbeach til wed,0
2130,webaddict side better inland must prime sun spot,1
2131,guys going love dvd quality wolverine streaming online need download pay watch,1
2132,dannymcfly danny evil say please say require much love,0
2133,ready weekend miss boston celtic boys,0
2134,got hair rebonded yey haha,1
2135,miriamcheah hello,1
2136,shymissez praying hope okay,1
2137,ugh homework take forever due tomorrow help mom hour submit fob queston,0
2138,eyes stingy,0
2139,direct throw wicket pakcricket,0
2140,xdahlia hey tried following,0
2141,jeeej uzvara quot monopol quot jeeej quot monopoly quot game,1
2142,bob talking sorry confused,0
2143,want geography,0
2144,morning pouring amp didnt waterproof coat make worse horse blanket isnt waterproof soaked,0
2145,finished watching quot twilight quot first time cant wait watch new moon definetly buying new moon book,1
2146,jadeisla ooooooooooo jadey found found made thing one following follow plz lol xxxx,0
2147,bendywalker yeah thanks good weekend,1
2148,misternoodle hope,1
2149,going enjoy sunshine nice day,1
2150,waiting watch wings hour movie awards pathetic look forward year long,1
2151,buyin tickets fashion week,1
2152,khali blache awesome scarf dinner sad hands hands important,0
2153,tommcfly play summer shows least play one old song wonderland rottf thats played ages pls,1
2154,feel good eating food ugh,0
2155,itsian never broken bone must suck,0
2156,adrienne bailon could follow would awesome,1
2157,dmclain ubertwitter better slacker better course workexpress,1
2158,ahhhh took best nap everrrr,1
2159,david weaver thx really pride product amp support testimonials speak,1
2160,sandysaikman others bldg office sit day huge empty,0
2161,vinifico like new digs enjoy red stripe,1
2162,esme cullen mom well missing emmett usual always goes hunting without lol wheres dad,1
2163,really hope find black box air france,0
2164,baking store fail even exist drove way traffic address see sadness,0
2165,theodorainish really kind weird viral flu,0
2166,wash love commercial,1
2167,knittingknots baseball stand watch home going stadium totally different matter,1
2168,stop mosh roll,1
2169,msrnbjazz troubles default,0
2170,special tour dates myspace com,1
2171,turned kats lava lamp mesmerising pink always plus silver glitter added bonus,1
2172,simplyshannon awesome,1
2173,lots huge server cabinets full hot swappable drives arrived warehouse week modern thanks,1
2174,reemerband booo ive realised ive never tweet feel left kayley xxx,0
2175,ham diggs ahhhh way lol local favorite spot litos,1
2176,angieelenis dont channel yet contribute soon would like watch,1
2177,arr sore throat,0
2178,pnay hey knock cake love cake heroine precious ladies detective agency,1
2179,wanna work,0
2180,rustyrockets hiya gorgeous gracing presence today many missing xxx,1
2181,micheleeeex since going come either esp since used fan love ohio,0
2182,ozdj must pretty fit kms nice,1
2183,way much drama,0
2184,algebra exam tomorrow amp paramore doubt concert,1
2185,verity lola cricket fan till see comment blog glad finally someone talk,1
2186,peterm seriously enough days,0
2187,way soekarno hatta airport jakarta soo damn hot,0
2188,jaleesaja happy lol soooooo confused live laugh,0
2189,rafaqat afraid guy work showed kind thing like watch truth told,0
2190,xchadballx joel right epic fail movie sryyy,0
2191,business pleasure love,1
2192,romeothecat fur fail,1
2193,friends wont never know much love,0
2194,hunks get sex price pay love man pic,1
2195,going late cubbies game unless cta kinder thebiglib past,0
2196,jasontancy thanks jason great sat,1
2197,watching camp rock millionth time,1
2198,bus left veronnica left mom car would one like give ride school please,0
2199,xbianca fringe looks great,1
2200,roddybottum boys safe journey see friday currently sat room peeps singing karaoke fnm,0
2201,know darlin sorry wish need make everything right,0
2202,meetings tomorrow boriinngggg,0
2203,waiting nickyjames wake hazin sad,0
2204,animal hospital think brandy broke foot,0
2205,leosgifted bout time lame lol good tweet allllll day,1
2206,stressed last exam,0
2207,msallied wonder get noticed one,1
2208,two days japan nooo,0
2209,dumped partner,1
2210,havin breakfast pete beach baby,1
2211,erika gerdemark thing happened,1
2212,seriously want tell girl leave alone friday yet want get involved thoughts tweeters,1
2213,recoverhealth appreciate unfortunately link working,0
2214,airport ughhh hate mornings,0
2215,says server busy yadda yadda next grumpy,0
2216,beginning suspect phone faulty battery,0
2217,savagestar smashme eraseme hoping trying sell stuff finally gave hope,1
2218,got home last night hospital long week hopefully dont back anytime soon,0
2219,spending quality time baby niece hailey bailey love much brightens day,1
2220,getting maccas dinner havent ages feel like fatty,0
2221,nathanfillion castle going cancelled,0
2222,chillin tha buzzin house gotta home bout tah get cab aww wanted tha water fight,0
2223,jus browsin thru twitter ryt although kno actually diz,1
2224,uploading rest pics flickr website check,1
2225,feeling little,0
2226,follow chris crocker chrishasboobs,1
2227,aprealbrooke jealous,0
2228,think spoon sick,0
2229,doubleickey thing happens allll time real annoying,0
2230,kerryberry happy happy anniversary cannot believe year already,1
2231,mood slippin someone something nice brooklynblack,0
2232,funnnn night intense ending dodgers,1
2233,finished washing car help baby,1
2234,suaveguy lot people ones say uses much battery,0
2235,doctorpancreas pls follow drwiz sorry trouble,1
2236,thank guys still unedited yay,1
2237,jah locs boo gettin,1
2238,wow youtube maintenance back shortly world,0
2239,bobshrunkle clicked link expected see picture facebook something,0
2240,jessiwithoutyou,0
2241,anansha yeh kind found flat chance live yet weather gorgeous,1
2242,tinytwitter want work mobile,0
2243,words cannot describe,1
2244,janjohannesson bedtime gonzo,1
2245,maths longer care circumference circles finding missing angles study leave good,1
2246,love hate,1
2247,getting ready work jason says even feel good,0
2248,work almost done schooooool finally,1
2249,moving early tomorrow morning want sleep,0
2250,,1
2251,gutted mcfly today seeing best friend birthday biggest amount coursework,0
2252,jonbon seems like long time spk lol working tonight xxxxxx,0
2253,come follow,1
2254,brazil tommorow,1
2255,eqfacebookgrp thanks mandy worked,1
2256,awww neck hurts,0
2257,aubreeeey already knoww hoe misss babygirl hahaha,1
2258,mxbx like pic sent yesterday,0
2259,julia like kuai lai haha multiply,1
2260,sharenwatson spirit sharen,1
2261,amazing weekend summer class starts tomorrow,0
2262,hoping earache stops try sleep remember kid seem get lot lately,0
2263,onicajay turn right downloaded wont work emo time,0
2264,irishdeafkids caroline thanks following amp thanks blog post spwc read,1
2265,phantomsarelame names fit together perfectly also thank free track chance new quot late quot discotexas ace,1
2266,poor brother trying dry shirt beer towel freezing cold,0
2267,ugh awake bed day early awake icky hangover last night,0
2268,jerzygrllys favorite band,1
2269,extremely bored,0
2270,got outbid ebay auction,0
2271,thanks technicalfault ramrod newell marykunzgoldman sicklittlefox thsteininger joanpatrick lucypope infiniteemily cathvontrapp,1
2272,dream sri lankan girls came exchange students got umbelievably close went back sri lanka,1
2273,woke nobody home ate chocolate cake breakfast,1
2274,youu change picture tried let,0
2275,corked leg footy bicentennial time work,0
2276,wish could order chocolate delivered like pizza chocolate hut chocimos baby bed,0
2277,ranga allows one usable address per contact,0
2278,sleepin day,0
2279,wrist hurt,0
2280,beware never order anything circutcity horrible warning hehe,0
2281,feeeeeeeeeeeeeeling pretty darn good,1
2282,officially sick morning woke stuffy good considering week ahead,0
2283,mimi hospital,0
2284,bigwormy hey worm birthday today,1
2285,joe hill come witty intelligent question,1
2286,pazzafied get early entries concerts exclusive stuff yeahh,1
2287,promedia hope loves even surprise,1
2288,jennieaguirre yeah got new tbs album great,1
2289,secretlifefan okay huge thunderstorm amazing,1
2290,cuddlebum anything learned positive faith sometimes clarity comes least expect,1
2291,joshuamarch congrats enjoy weekend,1
2292,try sleep back haha,1
2293,bed gonna dye hair tomorrow colour answers postcard,1
2294,sexykellyc yes sad,0
2295,lady twitster need crap good night speak tomorrow,1
2296,new cover try jesse barrera jessebarrera quot try quot cover contest check,1
2297,sorry twats complaints want,0
2298,got bed started layouts code tomorrow,1
2299,spending day bff tchapman leaving next week taking baby,0
2300,thelarssan sure worry happy,1
2301,jmc ministries churches involved called thru christ need shelters food banks,0
2302,mydarlingemma really stalk short stack well kind come perth panic live miles away,1
2303,honest babe morning thanks like,1
2304,lolbethie sounds great right ridiculously hot house,0
2305,seriously want donuts right eeeeeek,1
2306,hey remember sandy homestead,1
2307,djalizay soooo txted back asked already said nah alwys tho gna seein,1
2308,lol cheeky boy see music might able get around yay,1
2309,niteguardianx thank soon get put,1
2310,dms working mrtweet let recommend ppl boy need new computer lol,0
2311,dannidanishyo haa wow must hard work bakery live bakeries hope work day goes fast,1
2312,sorry refill experience good one contact website www bondno com make sure data base,0
2313,think forgotten mention people video,0
2314,grieved though grieved cause suffer,0
2315,mikap coffee cookies ready,1
2316,kelliv haha enjoying sure bout btw brownies made amaaazing bake together sometime,1
2317,nelawish,1
2318,turnoffwords crappy ipod speakers,0
2319,dude sucks totally didnt get carded,0
2320,wanna london met mcfly guys since lucky friends,0
2321,morning need miles added legs tired,0
2322,good morning everyone cooking kitchen today mine still painting cooking,0
2323,suckahpunch hug sorry hear one weeks ago friends old,0
2324,sarahbelle lol going swimming,1
2325,jordandaly big brother boring,0
2326,clairemsp tians alot,1
2327,like first time seen luke ages nice seeing good times,1
2328,hahaha twilight trending topics must admit didnt mind books though,1
2329,waves good night lovely friends hugs hope sweet dreams sweeter days,1
2330,ssshh dad woke early everone still asleep going ride get coffee,1
2331,sigh alpha males gone,0
2332,jessilynn different reason tho,0
2333,wow forgot acct protected guess wont get reply club amp know one boo sucks,0
2334,schoooool looking forward school trip,1
2335,working heading cant get twitter work phone,0
2336,bjgotnext chelmarie need comic relief man done fucked mood nite,0
2337,tommcfly write good songs tried writing songs dont get anywhere sound awful haha,0
2338,newt think,1
2339,hero party travis killing,1
2340,booo got meeting lunch know means overrun eat late hungry today well,0
2341,sophielynette said something bringing guy somewhere slacking keeping twitter,1
2342,marshalus statusnotifier work,0
2343,franserraga old tweets sayyyyyyyy,0
2344,lilicosic knew close realise went past tweeting almost months lot tweets per day,1
2345,bank holidays mean heatworld forgot badtimes,0
2346,feeling narky today dsushee wakes minutes early startbucks white mocha amp nothing ipod want listen,0
2347,haha back bed mono bitch christy trey,1
2348,hello twitter,1
2349,watching insider live sawed miley cyrus break nick ummm old news angry,0
2350,karamarzilli aww thanks kara really hope helps tweet morning,1
2351,bum going hurting paul comes home,0
2352,announcement cannot receive phone calls texts quot phone suck quot pretty much grid sad email,0
2353,danielskowalski thanks think wrote something everyone,1
2354,really wanna pool today work,0
2355,lincolnbuff come round,1
2356,catharsiss think everyone else gone bed,0
2357,jasminelynn problem like said responded didnt say anything talkin quot quot,1
2358,mmitchelldaviss good call,1
2359,marleematlin omg marlee much closer marcia alice ever worries,1
2360,xoxoroxyxoxo last day school,0
2361,falloutkid phew worrying glad see praying injured amp killed,0
2362,cctjoh think afford win iphone squarespace today,0
2363,thirsty lazy get something beer,0
2364,nileyroxs ugh nothing listening music aand min going sleep,0
2365,back using lappy darn hard tweet using mobile phone thanks reliable snaptu,1
2366,donating blood saturday bunch friends afraid needles blood time got really sick,0
2367,animalhouse hug great really busy tgese past days cant stay long either,1
2368,cute dress norwegian flag min ago,1
2369,think getting sick,0
2370,finals road test,1
2371,testing,0
2372,morning really good dream great morning,1
2373,paolotarray well done lol believe calls gold star,1
2374,jmstewart know great,1
2375,getting sleepy always nice end night one slipped sunday mmmmmmmmmmmmmmmm,1
2376,took back scratcher,1
2377,gosh gonna die guy soon,0
2378,watching magic lose,0
